47
48
49
50
51
52
53
56
58
58
57
56
54
54
54
54
55
56
56
57
57
57
56
53
52
50
50
50
49
48
47
47
47
55
61
63
63
64
64
63
65
67
65
61
62
64
64
61
61
61
25
24
24
25
25
26
25
25
25
26
26
26
26
26
26
26
47
69
69
69
70
72
74
75
75
75
76
76
76
77
77
78
79
79
128
127
127
127
127
125
118
111
109
107
102
99
98
97
97
98
42
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
9
12
12
12
16
16
16
16
16
16
16
16
16
17
17
17
11
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
14
115
115
103
81
59
33
18
24
25
24
20
21
20
19
17
14
13
